# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_009931675.1	PRJNA602208	SAMN13885683	NA	na	492670	492670	Bacillus velezensis	strain=CACC 316	NA	latest	Complete Genome	Major	Full	2020-01-27	ASM993167v1	Center for Industrialization of Agricultural and Livestock Microorganisms	GCF_009931675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/675/GCA_009931675.1_ASM993167v1	NA	NA
GCA_011032725.1	PRJNA557312	SAMN12394136	NA	na	492670	492670	Bacillus velezensis	strain=LPL061	NA	latest	Complete Genome	Major	Full	2020-02-27	ASM1103272v1	China Agricultural University	GCF_011032725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/032/725/GCA_011032725.1_ASM1103272v1	NA	NA
GCA_011100445.1	PRJNA609524	SAMN14253886	NA	na	492670	492670	Bacillus velezensis	strain=UB2017	NA	latest	Complete Genome	Major	Full	2020-03-10	ASM1110044v1	Jiangxi Agricultural University	GCF_011100445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/445/GCA_011100445.1_ASM1110044v1	NA	NA
GCA_011769925.1	PRJNA613974	SAMN14422846	NA	na	492670	492670	Bacillus velezensis	strain=BIM B-1312D	NA	latest	Complete Genome	Major	Full	2020-03-30	ASM1176992v1	Institute of Microbiology, Belarus National Academy of Sciences	GCF_011769925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/769/925/GCA_011769925.1_ASM1176992v1	NA	NA
GCA_011784665.1	PRJNA612570	SAMN14377086	NA	na	492670	492670	Bacillus velezensis	strain=S4	NA	latest	Complete Genome	Major	Full	2020-03-31	ASM1178466v1	University of Delaware	GCF_011784665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/784/665/GCA_011784665.1_ASM1178466v1	NA	NA
GCA_012226065.1	PRJNA614595	SAMN14433598	NA	na	492670	492670	Bacillus velezensis	strain=Htq6	NA	latest	Complete Genome	Major	Full	2020-04-09	ASM1222606v1	UNIVERSITY OF CALIFORNIA DAVIS	GCF_012226065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/226/065/GCA_012226065.1_ASM1222606v1	NA	NA
GCA_012275165.1	PRJNA622667	SAMN14524442	NA	na	492670	492670	Bacillus velezensis	strain=BY6	NA	latest	Complete Genome	Major	Full	2020-04-13	ASM1227516v1	Northeast Forestry University	GCF_012275165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/165/GCA_012275165.1_ASM1227516v1	NA	NA
GCA_012647845.1	PRJNA616328	SAMN14479760	NA	na	492670	492670	Bacillus velezensis	strain=UCMB5140	NA	latest	Complete Genome	Major	Full	2020-04-22	ASM1264784v1	University of Pretoria	GCF_012647845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/647/845/GCA_012647845.1_ASM1264784v1	NA	NA
GCA_007970665.1	PRJNA558580	SAMN12429830	NA	representative genome	496014	496014	Baekduia soli	strain=BR7-21	NA	latest	Complete Genome	Major	Full	2019-08-12	ASM797066v1	Hankyong National University	GCF_007970665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/970/665/GCA_007970665.1_ASM797066v1	NA	assembly from type material
GCA_008033235.1	PRJNA558201	SAMN12429832	NA	representative genome	496056	496056	Anseongella ginsenosidimutans	strain=Gsoil 524	NA	latest	Complete Genome	Major	Full	2019-08-20	ASM803323v1	Hankyong National University	GCF_008033235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/235/GCA_008033235.1_ASM803323v1	NA	assembly from type material
GCA_007971385.1	PRJNA558430	SAMN12478316	NA	representative genome	496057	496057	Arachidicoccus ginsenosidivorans	strain=Gsoil 809	NA	latest	Complete Genome	Major	Full	2019-08-12	ASM797138v1	Hankyong National University	GCF_007971385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/971/385/GCA_007971385.1_ASM797138v1	NA	assembly from type material
GCA_000019085.1	PRJNA13901	SAMN02598314	NA	representative genome	340099	496866	Thermoanaerobacter pseudethanolicus ATCC 33223	strain=ATCC 33223; 39E	NA	latest	Complete Genome	Major	Full	2008-02-05	ASM1908v1	US DOE Joint Genome Institute	GCF_000019085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/085/GCA_000019085.1_ASM1908v1	NA	assembly from type material
GCA_000816265.1	PRJNA215649	SAMN03248548	NA	na	1388751	497724	Campylobacter subantarcticus LMG 24374	strain=LMG 24374	NA	latest	Complete Genome	Major	Full	2015-01-07	ASM81626v1	USDA, ARS	GCF_000816265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/265/GCA_000816265.1_ASM81626v1	NA	NA
GCA_000816305.1	PRJNA215650	SAMN03248549	NA	representative genome	1388752	497724	Campylobacter subantarcticus LMG 24377	strain=LMG 24377	NA	latest	Complete Genome	Major	Full	2015-01-07	ASM81630v1	USDA, ARS	GCF_000816305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/305/GCA_000816305.1_ASM81630v1	NA	assembly from type material
GCA_001658025.1	PRJNA309028	SAMN04419549	NA	representative genome	497725	497725	Kosakonia oryzae	strain=Ola 51	NA	latest	Complete Genome	Major	Full	2016-06-06	ASM165802v1	Zhejiang university	GCF_001658025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/025/GCA_001658025.1_ASM165802v1	NA	assembly from type material
GCA_000213235.1	PRJNA50697	SAMN00713617	NA	na	1209989	499229	Tepidanaerobacter acetatoxydans Re1	strain=Re1	NA	latest	Complete Genome	Major	Full	2011-05-12	ASM21323v1	US DOE Joint Genome Institute	GCF_000213235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/235/GCA_000213235.1_ASM21323v1	NA	assembly from type material
GCA_000328765.2	PRJEB1140	SAMEA2272437	NA	representative genome	1209989	499229	Tepidanaerobacter acetatoxydans Re1	strain=Re1	NA	latest	Complete Genome	Major	Full	2013-10-16	ASM32876v2	HGEN	GCF_000328765.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/765/GCA_000328765.2_ASM32876v2	NA	assembly from type material
GCA_001659785.1	PRJNA345110	SAMN04219460	NA	representative genome	499555	499555	Dietzia timorensis	strain=ID05-A0528	NA	latest	Complete Genome	Major	Full	2016-06-07	ASM165978v1	Peking University	GCF_001659785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/785/GCA_001659785.1_ASM165978v1	NA	assembly from type material
GCA_000252445.1	PRJNA46605	SAMN02603039	NA	representative genome	745776	502394	Deinococcus gobiensis I-0	strain=I-0	NA	latest	Complete Genome	Major	Full	2012-03-12	ASM25244v1	Biotechnology Research Institute,  the Chinese Academy of Agricultural Sciences	GCF_000252445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/445/GCA_000252445.1_ASM25244v1	NA	assembly from type material
GCA_000270285.1	PRJDA67615	SAMD00060993	NA	na	502558	502558	Eggerthella sp. YY7918	strain=YY7918	NA	latest	Complete Genome	Major	Full	2011-06-30	ASM27028v1	Gifu University, United Graduate School of Agricultural Science	GCF_000270285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/285/GCA_000270285.1_ASM27028v1	NA	NA
GCA_001886695.1	PRJNA352100	SAMN05967050	NA	representative genome	502682	502682	Erythrobacter gangjinensis	strain=CGMCC 1.15024	NA	latest	Complete Genome	Major	Full	2016-11-28	ASM188669v1	Second Institute of Oceanography, State Oceanic Administration	GCF_001886695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/695/GCA_001886695.1_ASM188669v1	NA	assembly from type material
GCA_003544855.1	PRJNA284968	SAMN03737953	NA	representative genome	505249	505249	Arcobacter marinus	strain=JCM 15502	NA	latest	Complete Genome	Major	Full	2018-09-11	ASM354485v1	USDA, ARS, WRRC	GCF_003544855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/855/GCA_003544855.1_ASM354485v1	NA	assembly from type material
GCA_001545155.1	PRJNA302842	SAMN04281796	NA	na	507626	507626	Halomonas chromatireducens	strain=AGD 8-3	NA	latest	Complete Genome	Major	Full	2016-02-02	ASM154515v1	Institute of Bioengineering	GCF_001545155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/545/155/GCA_001545155.1_ASM154515v1	NA	NA
GCA_000243075.1	PRJNA68171	SAMN02603427	NA	na	511062	511062	Oceanimonas sp. GK1	strain=GK1	NA	latest	Complete Genome	Major	Full	2012-01-19	ASM24307v1	Iranian Biological Resource Center	GCF_000243075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/075/GCA_000243075.1_ASM24307v1	NA	NA
GCA_000010645.1	PRJDA29025	SAMD00060940	NA	na	511995	511435	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	NA	NA	latest	Complete Genome	Major	Full	2008-11-12	ASM1064v1	RIKEN Genomic Sciences Center (GSC)	GCF_000010645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/645/GCA_000010645.1_ASM1064v1	NA	NA
GCA_002091395.1	PRJDB5275	SAMD00066057	NA	na	511435	511435	Candidatus Azobacteroides pseudotrichonymphae	NA	NA	latest	Complete Genome	Major	Full	2017-03-24	ASM209139v1	Tokyo Institute of Technology	GCF_002091395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/091/395/GCA_002091395.1_ASM209139v1	NA	NA
GCA_000019665.1	PRJNA28995	SAMN02604183	NA	representative genome	481448	511746	Methylacidiphilum infernorum V4	strain=V4	NA	latest	Complete Genome	Major	Full	2008-05-30	ASM1966v1	University of Hawaii	GCF_000019665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/665/GCA_000019665.1_ASM1966v1	NA	NA
GCA_001310085.1	PRJNA242661	SAMN02711851	NA	representative genome	512763	512763	Rufibacter tibetensis	strain=1351	NA	latest	Complete Genome	Major	Full	2015-10-09	ASM131008v1	Hubei University of Technology	GCF_001310085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/310/085/GCA_001310085.1_ASM131008v1	NA	assembly from type material
GCA_000021645.1	PRJNA29175	SAMN00002661	NA	representative genome	515635	513050	Dictyoglomus turgidum DSM 6724	strain=DSM 6724	NA	latest	Complete Genome	Major	Full	2008-12-12	ASM2164v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000021645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/645/GCA_000021645.1_ASM2164v1	NA	assembly from type material
GCA_001264245.1	PRJNA277430	SAMN03392520	NA	representative genome	1638788	513223	Microcystis panniformis FACHB-1757	strain=FACHB-1757	NA	latest	Complete Genome	Major	Full	2015-08-11	ASM126424v1	Wuxi Environmental Monitoring Centre & Southeast University	GCF_001264245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/264/245/GCA_001264245.1_ASM126424v1	NA	NA
GCA_002810325.1	PRJNA360985	SAMN06213876	NA	na	515256	515256	Bartonella sp. 1-1C	NA	1-1c	latest	Complete Genome	Major	Full	2017-10-25	ASM281032v1	University of Basel	GCF_002810325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/810/325/GCA_002810325.1_ASM281032v1	NA	NA
GCA_001612705.2	PRJNA292571	SAMN03981702	NA	representative genome	515393	515393	Pseudomonas yamanorum	strain=LBUM636	NA	latest	Complete Genome	Major	Full	2018-04-05	ASM161270v2	Universite de Moncton	GCF_001612705.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/705/GCA_001612705.2_ASM161270v2	NA	NA
GCA_000963865.1	PRJNA276921	SAMN03382536	NA	representative genome	516051	516051	Muricauda lutaonensis	strain=CC-HSB-11	NA	latest	Complete Genome	Major	Full	2015-03-27	ASM96386v1	Korea Research Institute of Bioscience and Biotechnology	GCF_000963865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/865/GCA_000963865.1_ASM96386v1	NA	assembly from type material
GCA_009856625.1	PRJNA598530	SAMN13707219	NA	representative genome	519081	519081	Aquitalea denitrificans	strain=5YN1-3	NA	latest	Complete Genome	Major	Full	2020-01-11	ASM985662v1	Kyung Hee University	GCF_009856625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/856/625/GCA_009856625.1_ASM985662v1	NA	assembly from type material
GCA_007858495.1	PRJNA553666	SAMN12242012	NA	na	519450	519450	Mycoplasma anserisalpingitidis	strain=MYCAV93	NA	latest	Complete Genome	Major	Full	2019-08-06	ASM785849v1	Centre for Agricultural Research, Hungarian Academy of Sciences	GCF_007858495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/858/495/GCA_007858495.1_ASM785849v1	NA	NA
GCA_007858515.1	PRJNA554567	SAMN12273890	NA	na	519450	519450	Mycoplasma anserisalpingitidis	strain=MYCAV177	NA	latest	Complete Genome	Major	Full	2019-08-06	ASM785851v1	Centre for Agricultural Research, Hungarian Academy of Sciences	GCF_007858515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/858/515/GCA_007858515.1_ASM785851v1	NA	NA
GCA_007859615.1	PRJNA554588	SAMN12274163	NA	representative genome	519450	519450	Mycoplasma anserisalpingitidis	strain=ATCC:BAA-2147	NA	latest	Complete Genome	Major	Full	2019-08-07	ASM785961v1	Centre for Agricultural Research, Hungarian Academy of Sciences	GCF_007859615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/859/615/GCA_007859615.1_ASM785961v1	NA	assembly from type material
GCA_001870205.1	PRJNA343195	SAMN05781328	NA	representative genome	519472	519472	Vagococcus teuberi	strain=DSM 21459	NA	latest	Complete Genome	Major	Full	2016-11-07	ASM187020v1	ETH Zurich	GCF_001870205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/205/GCA_001870205.1_ASM187020v1	NA	assembly from type material
GCA_002238335.1	PRJNA66787	SAMN03737963	NA	representative genome	522484	522485	Campylobacter avium LMG 24591	strain=LMG 24591	NA	latest	Complete Genome	Major	Full	2017-08-01	ASM223833v1	USDA, ARS, WRRC	GCF_002238335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/335/GCA_002238335.1_ASM223833v1	NA	assembly from type material
GCA_003795125.1	PRJNA438374	SAMN08714450	NA	representative genome	526944	526944	Tetragenococcus osmophilus	strain=JCM 31126	NA	latest	Complete Genome	Major	Full	2018-11-19	ASM379512v1	Chung-Ang University	GCF_003795125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/795/125/GCA_003795125.1_ASM379512v1	NA	NA
GCA_001908275.1	PRJNA356199	SAMN06109053	NA	na	528191	528191	Paenibacillus xylanexedens	strain=PAMC 22703	NA	latest	Complete Genome	Major	Full	2016-12-19	ASM190827v1	Korea Polar Research Institute	GCF_001908275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/275/GCA_001908275.1_ASM190827v1	NA	NA
GCA_001305595.1	PRJNA292868	SAMN03993951	NA	representative genome	528244	528244	Azospirillum thiophilum	strain=BV-S	NA	latest	Complete Genome	Major	Full	2015-10-02	ASM130559v1	New England Biolabs	GCF_001305595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/595/GCA_001305595.1_ASM130559v1	NA	assembly from type material
GCA_000699505.1	PRJNA237851	SAMN02848463	NA	representative genome	529884	529884	Rhodoluna lacicola	strain=MWH-Ta8	NA	latest	Complete Genome	Major	Full	2014-06-09	ASM69950v1	University of Innsbruck	GCF_000699505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/505/GCA_000699505.1_ASM69950v1	NA	assembly from type material
GCA_002240355.1	PRJNA326530	SAMN05284052	NA	representative genome	530584	530584	Prauserella marina	strain=DSM 45268	NA	latest	Complete Genome	Major	Full	2017-08-03	ASM224035v1	Bielefeld University	GCF_002240355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/355/GCA_002240355.1_ASM224035v1	NA	assembly from type material
GCA_000230555.1	PRJNA72927	SAMN02604343	NA	representative genome	1082931	531813	Pelagibacterium halotolerans B2	strain=B2	NA	latest	Complete Genome	Major	Full	2011-10-14	ASM23055v1	Zhejiang University	GCF_000230555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/555/GCA_000230555.1_ASM23055v1	NA	assembly from type material
GCA_000023725.1	PRJNA38559	SAMN02604231	NA	na	531844	531844	Flavobacteriaceae bacterium 3519-10	strain=3519-10	NA	latest	Complete Genome	Major	Full	2009-08-05	ASM2372v1	University of Nevada Las Vegas	GCF_000023725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/725/GCA_000023725.1_ASM2372v1	NA	NA
GCA_001854225.1	PRJNA317698	SAMN04623515	NA	na	535712	535712	Candidatus Rhodoluna planktonica	strain=MWH-Dar1	NA	latest	Complete Genome	Major	Full	2016-10-26	ASM185422v1	Nagoya University	GCF_001854225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/225/GCA_001854225.1_ASM185422v1	NA	assembly from type material
GCA_001277175.1	PRJNA291037	SAMN03938715	NA	representative genome	1074000	535744	Cronobacter universalis NCTC 9529	strain=NCTC 9529	NA	latest	Complete Genome	Major	Full	2015-09-01	ASM127717v1	Nestle Institute of Health Sciences	GCF_001277175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/175/GCA_001277175.1_ASM127717v1	NA	assembly from type material
GCA_000230995.3	PRJNA47287	SAMN02232035	NA	representative genome	754035	536018	Mesorhizobium australicum WSM2073	strain=WSM2073	NA	latest	Complete Genome	Major	Full	2012-12-28	ASM23099v3	DOE Joint Genome Institute	GCF_000230995.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/995/GCA_000230995.3_ASM23099v3	NA	assembly from type material
GCA_003860485.1	PRJNA498694	SAMN10343199	NA	na	536441	536441	Chryseobacterium taklimakanense	strain=H4753	NA	latest	Complete Genome	Major	Full	2018-12-04	ASM386048v1	Bacterial Special Pathogens Branch (CDC)	GCF_003860485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/485/GCA_003860485.1_ASM386048v1	NA	NA
GCA_003860545.1	PRJNA498694	SAMN10343189	NA	na	536441	536441	Chryseobacterium taklimakanense	strain=F9257	NA	latest	Complete Genome	Major	Full	2018-12-04	ASM386054v1	Bacterial Special Pathogens Branch (CDC)	GCF_003860545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/545/GCA_003860545.1_ASM386054v1	NA	NA
GCA_900187185.1	PRJEB6403	SAMEA4412677	NA	representative genome	536441	536441	Chryseobacterium taklimakanense	strain=NCTC13490	NA	latest	Complete Genome	Major	Full	2017-08-15	50618_E01	SC	GCF_900187185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/185/GCA_900187185.1_50618_E01	NA	assembly from type material
GCA_003855455.1	PRJNA505199	SAMN10411876	NA	representative genome	538220	538220	Mycoplasma struthionis	strain=237IA	NA	latest	Complete Genome	Major	Full	2018-12-02	ASM385545v1	Institute of Microbiology	GCF_003855455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/455/GCA_003855455.1_ASM385545v1	NA	assembly from type material
GCA_009789575.1	PRJNA587233	SAMN13341662	NA	representative genome	538381	538381	Stappia indica	strain=PHM037	NA	latest	Complete Genome	Major	Full	2019-12-22	ASM978957v1	CENTRO DE INVESTIGACIONES BIOLOGICAS	GCF_009789575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/789/575/GCA_009789575.1_ASM978957v1	NA	NA
GCA_008728195.1	PRJNA484900	SAMN09772271	NA	representative genome	540747	540747	Roseovarius indicus	strain=DSM 26383	NA	latest	Complete Genome	Major	Full	2019-09-30	ASM872819v1	Leibniz Institute DSMZ	GCF_008728195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/195/GCA_008728195.1_ASM872819v1	NA	assembly from type material
GCA_001028625.1	PRJNA286057	SAMN03764476	NA	representative genome	543877	543877	Altererythrobacter marensis	strain=KCTC 22370	NA	latest	Complete Genome	Major	Full	2015-06-12	ASM102862v1	Korea Research Institute of Bioscience and Biotechnology	GCF_001028625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/625/GCA_001028625.1_ASM102862v1	NA	assembly from type material
GCA_000342265.1	PRJNA178293	SAMN02641529	NA	na	543913	543913	beta proteobacterium CB	strain=CB	NA	latest	Complete Genome	Major	Full	2013-02-28	ASM34226v1	Nankai University	GCF_000342265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/265/GCA_000342265.1_ASM34226v1	NA	NA
GCA_000024705.1	PRJNA30537	SAMN00017500	NA	na	544556	544556	Geobacillus sp. Y412MC61	strain=Y412MC61	NA	latest	Complete Genome	Major	Full	2009-10-15	ASM2470v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000024705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/705/GCA_000024705.1_ASM2470v1	NA	NA
GCA_001553935.1	PRJNA282954	SAMN04435864	NA	representative genome	544580	544580	Actinomyces oris	strain=T14V	NA	latest	Complete Genome	Major	Full	2016-02-09	ASM155393v1	The Forsyth Institute	GCF_001553935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/935/GCA_001553935.1_ASM155393v1	NA	NA
GCA_004214815.1	PRJNA66829	SAMN03737958	NA	na	1032240	544718	Arcobacter thereius LMG 24486	strain=LMG 24486	NA	latest	Complete Genome	Major	Full	2019-02-20	ASM421481v1	USDA, ARS, WRRC	GCF_004214815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/815/GCA_004214815.1_ASM421481v1	NA	assembly from type material
GCA_003096075.1	PRJNA319134	SAMN04880518	NA	representative genome	546160	546160	Dietzia lutea	strain=YIM 80766	NA	latest	Complete Genome	Major	Full	2018-05-07	ASM309607v1	Peking University	GCF_003096075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/075/GCA_003096075.1_ASM309607v1	NA	assembly from type material
GCA_001559255.2	PRJNA231221	SAMN03996303	NA	representative genome	546367	546367	Hafnia paralvei	strain=FDAARGOS_158	NA	latest	Complete Genome	Major	Full	2018-02-16	ASM155925v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_001559255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/255/GCA_001559255.2_ASM155925v2	NA	NA
GCA_000213785.1	PRJNA51769	SAMN02769644	NA	na	547143	547143	Hydrogenobaculum sp. 3684	strain=3684	NA	latest	Complete Genome	Major	Full	2011-05-17	ASM21378v1	US DOE Joint Genome Institute	GCF_000213785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/785/GCA_000213785.1_ASM21378v1	NA	NA
GCA_000341855.1	PRJNA41741	SAMN02232031	NA	na	547144	547144	Hydrogenobaculum sp. HO	strain=HO	NA	latest	Complete Genome	Major	Full	2013-02-26	ASM34185v1	DOE Joint Genome Institute	GCF_000341855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/855/GCA_000341855.1_ASM34185v1	NA	NA
GCA_000215065.1	PRJNA53951	SAMN02769645	NA	na	547145	547145	Hydrogenobaculum sp. SHO	strain=SHO	NA	latest	Complete Genome	Major	Full	2011-05-26	ASM21506v1	US DOE Joint Genome Institute	GCF_000215065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/065/GCA_000215065.1_ASM21506v1	NA	NA
GCA_000348765.2	PRJNA39709	SAMN02232032	NA	na	547146	547146	Hydrogenobaculum sp. SN	strain=SN	NA	latest	Complete Genome	Major	Full	2013-03-25	ASM34876v2	US DOE Joint Genome Institute	GCF_000348765.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/765/GCA_000348765.2_ASM34876v2	NA	NA
GCA_000284115.1	PRJDB46	SAMD00061032	NA	representative genome	1142394	547188	Phycisphaera mikurensis NBRC 102666	strain=NBRC 102666	NA	latest	Complete Genome	Major	Full	2012-03-28	ASM28411v1	National Institute of Technology and Evaluation	GCF_000284115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/115/GCA_000284115.1_ASM28411v1	NA	assembly from type material
GCA_002211785.1	PRJNA389776	SAMN07207140	NA	representative genome	549298	549298	Francisella halioticida	strain=DSM 23729	NA	latest	Complete Genome	Major	Full	2017-06-30	ASM221178v1	Swedish Defence Research Agency (FOI)	GCF_002211785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/785/GCA_002211785.1_ASM221178v1	NA	assembly from type material
GCA_000174795.2	PRJNA30797	SAMN00713574	NA	na	550542	550542	Geobacillus sp. Y412MC52	strain=Y412MC52	NA	latest	Complete Genome	Major	Full	2011-01-07	ASM17479v2	US DOE Joint Genome Institute (JGI-PGF)	GCF_000174795.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/795/GCA_000174795.2_ASM17479v2	NA	NA
GCA_000025965.1	PRJNA13242	SAMEA3138218	NA	representative genome	76114	551760	Aromatoleum aromaticum EbN1	strain=EbN1	NA	latest	Complete Genome	Major	Full	2004-12-03	ASM2596v1	Max Planck Institute	GCF_000025965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/965/GCA_000025965.1_ASM2596v1	NA	assembly from type material
GCA_009363135.1	PRJNA578222	SAMN13053191	NA	representative genome	551989	551989	Kosakonia arachidis	strain=KACC 18508	NA	latest	Complete Genome	Major	Full	2019-10-27	ASM936313v1	Kyungpook National University	GCF_009363135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/135/GCA_009363135.1_ASM936313v1	NA	NA
GCA_003286435.2	PRJNA470991	SAMN09197187	NA	representative genome	551996	551996	Mucilaginibacter gossypii	strain=P4	NA	latest	Complete Genome	Major	Full	2019-09-05	ASM328643v2	Institute of Environmental Microbiology	GCF_003286435.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/286/435/GCA_003286435.2_ASM328643v2	NA	NA
GCA_000143165.1	PRJNA40221	SAMN02598529	NA	representative genome	552811	552810	Dehalogenimonas lykanthroporepellens BL-DC-9	strain=BL-DC-9	NA	latest	Complete Genome	Major	Full	2010-06-25	ASM14316v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000143165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/165/GCA_000143165.1_ASM14316v1	NA	assembly from type material
